seq,name/first,name/last,age,zip,dollar
4165,Kyle,Horton,18,26977,$1659.98
4166,Walter,Wilson,53,51271,$8365.55
4167,Rena,Rodriquez,58,92323,$8652.48
4168,Bertha,Vaughn,54,87963,$1284.37
4169,Eula,Norris,59,96188,$5691.62
4170,Elmer,Murphy,52,66335,$7271.59
4171,Cora,Perez,44,26906,$8407.15
4172,Travis,Sharp,56,05253,$7755.28
4173,Olga,McLaughlin,40,48331,$6873.74
4174,May,Joseph,53,53673,$2745.66
4175,Kathryn,Bell,57,31003,$4196.88
4176,Alan,Hardy,34,18837,$1951.08
4177,Johanna,Walters,22,61096,$2016.84
4178,Jesse,Clayton,40,59699,$4289.75
4179,Mildred,Pearson,53,97680,$640.54
4180,Mitchell,Grant,44,69817,$6098.76
4181,Raymond,Hunt,57,08595,$8487.94
4182,Andre,Morris,45,35454,$4737.24
4183,Andre,Mann,31,28615,$7214.99
4184,Maude,Schwartz,56,16442,$4039.43
4185,Jesse,Reed,30,94729,$3084.35
4186,Beatrice,Potter,21,53455,$5394.71
4187,Daniel,Zimmerman,46,51272,$1296.13
4188,Rosa,Turner,19,75851,$7928.52
4189,Wesley,Rose,22,96058,$1457.31
4190,Eva,Flowers,47,48890,$6796.88
4191,Erik,Clark,29,29996,$8352.13
4192,Elnora,Moody,60,09013,$689.52
4193,Lottie,Barber,19,22126,$9916.64
4194,Sophie,Waters,51,12831,$8203.65
4195,Theresa,Santos,46,59984,$8453.03
4196,Edna,Bridges,50,68539,$6318.33
4197,Calvin,Bowen,32,55009,$1837.73
4198,Ora,Patton,36,02510,$8132.08
4199,Ora,Vega,18,68578,$8872.44
4200,Hannah,Herrera,57,36779,$7493.13
4201,Frank,Coleman,34,51088,$4375.31
4202,Timothy,Stewart,48,24210,$6570.32
4203,Garrett,Boone,23,44638,$1404.98
4204,Alma,Moody,40,02745,$1011.64
4205,Edith,Richardson,23,64997,$7145.40
4206,Lloyd,Diaz,41,89118,$1418.69
4207,Mabel,Gibson,53,12548,$5862.99
4208,Hallie,Oliver,63,00297,$5188.68
4209,Beatrice,West,50,31281,$2060.60
4210,Stephen,Willis,38,72829,$4885.18
4211,Cornelia,Lawrence,36,82460,$8322.33
4212,Minnie,Martinez,64,91723,$710.35
4213,Charles,Becker,55,77080,$1415.12
4214,Louis,Gordon,63,09323,$5246.30
4215,Rosa,Gordon,35,89895,$439.35
4216,Luella,Cobb,26,63111,$4123.18
4217,Martin,Francis,33,48247,$1927.75
4218,Cameron,Simmons,45,84701,$1368.47
4219,Tom,Munoz,64,27769,$6528.20
4220,Eunice,Torres,30,23890,$6689.52
4221,Gabriel,Moore,28,65257,$7294.98
4222,Lee,Ross,23,25767,$2140.05
4223,Lou,Nash,27,99562,$9527.29
4224,Erik,Kennedy,27,49060,$8637.03
4225,Trevor,Obrien,52,11362,$807.66
4226,Virginia,Kim,18,14505,$6683.55
4227,Milton,Owens,37,86925,$5141.98
4228,Adelaide,Cole,30,35237,$2043.72
4229,Madge,Bryan,23,74576,$7671.48
4230,Christopher,Dunn,43,31401,$4851.98
4231,Julian,Morris,30,31404,$931.78
4232,Agnes,Rose,36,68422,$9659.23
4233,Anne,Hines,51,46719,$304.04
4234,Edward,Collins,54,67769,$1506.44
4235,Mary,Stokes,40,70747,$3250.42
4236,Jeffrey,Weber,33,11391,$8561.74
4237,Rodney,Roy,18,10244,$8935.56
4238,Martha,Ortega,18,77932,$194.10
4239,Hannah,Stewart,40,91355,$52.94
4240,Millie,Collier,43,62348,$561.87
4241,Jesus,Reynolds,19,55574,$8908.20
4242,Hilda,Matthews,41,94146,$4709.64
4243,Christina,Daniel,53,98823,$5104.05
4244,Florence,Andrews,35,48733,$627.11
4245,Travis,Tyler,61,78833,$3737.73
4246,Lester,Ellis,59,12703,$8999.21
4247,Scott,Moss,33,59443,$3064.15
4248,Essie,May,48,15859,$9244.38
4249,Hilda,Thompson,30,68081,$2532.50
4250,Isabelle,Byrd,40,61579,$3856.21
4251,Cordelia,McCoy,60,11043,$9626.27
4252,Maria,Kim,21,49838,$8836.41
4253,Shane,Fleming,53,31625,$8642.37
4254,Dorothy,Roberts,42,50114,$5946.28
4255,Glenn,Simpson,42,08103,$7945.31
4256,Jeanette,McBride,63,42348,$5135.91
4257,Mae,Sharp,42,31154,$3221.08
4258,Mitchell,Osborne,19,00822,$2853.04
4259,Anthony,Brock,57,86447,$271.12
4260,Isabel,White,29,23676,$2158.64
4261,Ray,Henry,30,22368,$6313.03
4262,Walter,Patterson,42,63377,$3571.55
4263,Lucy,Wagner,56,35430,$3810.51
4264,Richard,Andrews,39,94388,$3809.81
4265,Terry,Clarke,54,60591,$527.25
4266,Dominic,Guzman,22,56735,$2335.82
4267,Willie,Washington,39,48146,$1763.61
4268,Amy,Carpenter,22,73289,$2507.08
4269,Tom,Dennis,44,46709,$4742.87
4270,Michael,Phelps,58,64101,$209.69
4271,Derrick,Potter,29,81911,$2799.12
4272,Alan,Grant,53,37018,$393.85
4273,Bettie,Valdez,65,10746,$6289.96
4274,Jean,Hodges,43,78672,$586.91
4275,Beulah,Ross,39,64469,$1285.42
4276,Rosie,Smith,30,07460,$7786.93
4277,Rhoda,Manning,30,99153,$8720.50
4278,Patrick,Gonzalez,39,27411,$452.90
4279,Phillip,Simon,50,71389,$9695.23
4280,Barbara,Fields,38,72521,$3656.28
4281,Rosa,Salazar,19,42020,$8085.55
4282,Chase,Cooper,42,52048,$8713.12
4283,Gregory,Sandoval,63,47114,$2422.02
4284,Allie,Allen,29,06801,$8348.36
4285,Florence,Murphy,29,47918,$7802.77
4286,Lucille,Norris,63,99888,$7508.82
4287,Mathilda,Hammond,35,76138,$668.21
4288,Bryan,Zimmerman,19,17552,$3620.24
4289,Janie,Schultz,55,46500,$3934.41
4290,Willie,Scott,34,90136,$6341.53
4291,Aiden,Graham,24,90636,$7232.57
4292,Barry,Ferguson,44,46222,$5632.33
4293,Pearl,Mullins,21,94557,$2449.50
4294,Sadie,Hodges,48,62723,$388.28
4295,Rachel,Scott,47,26295,$3749.21
4296,Abbie,Tucker,61,10718,$1598.64
4297,Gertrude,Gonzales,33,19613,$8389.08
4298,Steve,Grant,48,03535,$1375.78
4299,Harry,Jordan,58,51086,$3879.26
4300,Mamie,Houston,47,57231,$8322.85
4301,Brett,Castillo,54,19307,$6653.19
4302,Brett,Wagner,19,45385,$2628.80
4303,Chad,Underwood,21,88454,$4844.89
4304,Willie,Matthews,58,56753,$743.04
4305,Katherine,Wong,22,01895,$2599.45
4306,Ida,Mack,44,02810,$92.98
4307,Ora,Santos,29,08801,$7873.37
4308,Leah,Castillo,47,58260,$1742.13
4309,Alice,Weaver,47,16783,$7319.66
4310,Fred,Austin,22,12544,$8664.65
4311,Elijah,Lamb,31,65579,$1707.00
4312,Harvey,Reyes,60,04442,$2245.06
4313,Andre,Beck,25,76702,$7445.60
4314,Emily,Buchanan,40,12557,$1399.75
4315,Clayton,Butler,58,08750,$8667.64
4316,Benjamin,Bishop,62,38674,$5759.17
4317,Teresa,Kim,62,25619,$5811.09
4318,Cole,Simon,41,67228,$6597.64
4319,Cordelia,Drake,45,99970,$8790.06
4320,Troy,Brooks,51,82608,$1556.19
4321,Lucy,French,38,90618,$2445.37
4322,Leonard,Schultz,23,12371,$1191.66
4323,Sallie,Saunders,41,05508,$2785.91
4324,Frederick,Grant,35,05889,$5653.54
4325,John,Jackson,35,23010,$4869.54
4326,Ellen,Haynes,46,81079,$8189.69
4327,Beatrice,Owens,38,66084,$4903.27
4328,Franklin,Soto,50,00682,$4108.05
4329,Emily,Watkins,31,97376,$2302.50
4330,Minnie,Myers,44,72617,$6179.19
4331,Cecelia,Campbell,50,34431,$8170.90
4332,Katharine,McGuire,51,98561,$8007.04
4333,Ethan,Cobb,47,09885,$1955.80
4334,Lela,Carlson,62,82491,$3804.03
4335,Kyle,Henry,49,71626,$3480.71
4336,Adam,Boyd,20,26976,$7640.03
4337,Tom,Vasquez,22,14606,$5349.46
4338,Vera,Sutton,39,17074,$1393.66
4339,Hattie,Weber,55,09791,$4772.03
4340,Delia,Payne,35,94797,$197.33
4341,Dean,French,41,62417,$7579.21
4342,Myrtle,Patton,43,49114,$6278.69
4343,Eugenia,Holland,30,94447,$4660.95
4344,Ian,Vargas,19,79681,$6863.99
4345,Mabel,Barnett,37,31644,$9271.06
4346,Evelyn,Moran,23,45265,$9837.31
4347,Alexander,McCarthy,19,31178,$5578.78
4348,Willie,Fitzgerald,21,84702,$9289.36
4349,Brett,Simon,61,17803,$6389.44
4350,Zachary,McCoy,42,17350,$869.14
4351,Eula,Perry,32,44412,$5626.59
4352,Bernard,Anderson,63,43792,$5079.92
4353,Evelyn,West,28,50106,$7459.48
4354,Christine,Jackson,64,32500,$3255.76
4355,Elizabeth,Cooper,41,32205,$3130.70
4356,Victor,Mills,61,66018,$693.35
4357,Chase,Reyes,18,68029,$1713.31
4358,Cole,Armstrong,26,91730,$8227.65
4359,Delia,Cortez,21,64050,$9259.01
4360,Myrtie,Gordon,53,09634,$5383.03
4361,Russell,Gray,43,44505,$2609.83
4362,Patrick,Black,26,45533,$7106.34
4363,May,Brooks,19,12132,$2859.81
4364,Lucy,Watson,39,47194,$5821.55
4365,Gertrude,Cannon,36,85769,$9107.19
4366,Hester,Wood,32,21571,$9550.63
4367,Nell,Page,61,62602,$4566.58
4368,Fannie,White,33,11792,$1562.11
4369,Logan,Burns,37,67668,$1790.73
4370,Glen,Bryant,21,94375,$8934.22
4371,Elnora,Christensen,61,72598,$4515.90
4372,Mario,Dawson,59,48023,$4515.91
4373,Clifford,Douglas,57,15095,$3839.02
4374,Elizabeth,Freeman,31,69581,$648.12
4375,David,Chapman,49,06736,$2268.44
4376,Francisco,Bennett,64,06376,$9576.40
4377,Mark,Rodriguez,31,29919,$1900.52
4378,John,Martin,64,73248,$5624.12
4379,Ina,Garza,31,23995,$3328.25
4380,Gertrude,Clarke,47,20731,$712.35
4381,Luis,Weber,20,86024,$812.37
4382,Vernon,Kelly,32,40378,$5518.53
4383,Kyle,Simpson,25,07560,$3923.49
4384,Clara,Davis,22,50394,$47.57
4385,Mabel,Henry,36,03219,$8500.04
4386,Lucille,Baker,48,07814,$212.52
4387,Harriett,Burgess,27,97539,$3257.64
4388,Roy,Lloyd,18,78405,$407.56
4389,Sue,Paul,51,30083,$5558.24
4390,Lora,Bennett,50,99139,$9245.47
4391,Connor,Jones,47,11158,$5035.78
4392,Gerald,Underwood,58,71380,$591.84
4393,Derek,Snyder,29,15956,$7180.04
4394,Scott,Day,35,51224,$1039.32
4395,Allie,Schneider,26,78598,$6015.39
4396,Daniel,Barker,40,67662,$3380.74
4397,Mathilda,Ramirez,45,55123,$8280.20
4398,Cecelia,Reid,57,34326,$318.97
4399,Lucille,Fitzgerald,42,38065,$9069.05
4400,Donald,Long,27,90694,$3398.00
4401,Lela,Miller,37,43351,$6060.75
4402,Jayden,Morrison,31,42806,$9836.83
4403,Emma,Byrd,63,15134,$9903.43
4404,Winnie,Paul,44,32710,$7955.01
4405,Lester,Stevens,41,32603,$1372.51
4406,Max,Lee,20,47416,$3315.18
4407,Aiden,Hubbard,19,73081,$636.12
4408,Tommy,Poole,29,20264,$5632.21
4409,Mollie,Ortiz,53,43896,$4617.76
4410,Linnie,Peterson,21,21378,$2922.82
4411,Chad,Hunter,60,83035,$570.20
4412,Christine,Green,55,74570,$138.74
4413,Olive,Harper,22,95528,$4787.82
4414,Bobby,McLaughlin,32,96787,$7209.96
4415,Blake,Logan,49,99695,$7256.66
4416,Florence,Phelps,38,87032,$3590.95
4417,Cory,Haynes,19,22176,$7407.08
4418,Tony,Harris,59,70139,$9024.09
4419,May,Patterson,65,12373,$1475.29
4420,Christina,Gardner,61,50103,$3066.44
4421,Frances,Chambers,56,04676,$5306.49
4422,Dale,Bowers,48,29567,$438.86
4423,Dollie,Roberson,34,20305,$7362.88
4424,Rosalie,Boone,24,30415,$3738.01
4425,Oscar,Parker,37,94753,$9755.13
4426,Mark,McLaughlin,23,61428,$4400.73
4427,Daniel,Quinn,51,93219,$4141.34
4428,Devin,Santos,42,61185,$5773.35
4429,Curtis,Fleming,39,52942,$2652.05
4430,Theresa,Gill,32,25131,$8857.88
4431,Gregory,Welch,39,03522,$6570.38
4432,Eugene,Matthews,61,96274,$567.51
4433,Shane,Love,32,08940,$6636.17
4434,Mamie,Potter,28,70097,$3044.13
4435,Glen,Johnston,51,45203,$239.84
4436,Amy,Mullins,60,34577,$187.57
4437,Minnie,White,29,12761,$1068.15
4438,Alejandro,Marsh,41,32913,$5247.01
4439,Cecilia,Cohen,47,76814,$7547.38
4440,Dale,Harris,59,36708,$4730.97
4441,Eula,Carroll,60,24434,$5993.44
4442,Cecilia,Webster,18,13674,$439.33
4443,Alfred,Hernandez,29,29265,$6577.02
4444,Marion,Copeland,20,26006,$3666.42
4445,Antonio,Snyder,62,25210,$4694.09
4446,Marcus,McCarthy,26,76770,$467.59
4447,Alejandro,Butler,54,48836,$5092.49
4448,Angel,McKenzie,33,21591,$80.70
4449,Flora,Gonzales,42,17152,$2773.39
4450,Pauline,Austin,44,72079,$4018.67
4451,Janie,Morgan,31,43892,$1100.47
4452,Iva,Maldonado,65,95724,$4930.38
4453,Sue,Willis,41,08863,$3786.09
4454,Ian,Wilkins,50,43913,$3400.55
4455,Janie,Quinn,28,98799,$384.60
4456,Lida,Warner,33,05947,$8817.42
4457,Billy,Davidson,63,95726,$5917.59
4458,Elnora,Porter,37,05617,$2937.60
4459,Rose,Padilla,48,03759,$6358.15
4460,Hester,Dixon,25,60264,$5677.26
4461,Eva,Nichols,61,40810,$1678.66
4462,Jeanette,Robbins,35,16520,$5142.22
4463,Trevor,Cohen,23,40834,$9994.49
4464,Micheal,Turner,46,37663,$792.52
4465,Alfred,Hunter,50,90818,$7248.13
4466,Aaron,Gonzales,49,92154,$5976.70
4467,Henry,Hampton,40,04911,$7422.53
4468,Alberta,Marsh,18,72813,$5640.52
4469,Kathryn,Horton,51,39351,$705.92
4470,Isabelle,Weaver,33,79019,$8275.89
4471,Gary,Powers,60,89169,$7110.42
4472,Ollie,Carter,38,49412,$6370.20
4473,Mike,Boone,36,02585,$5521.25
4474,Kate,Scott,28,16246,$1945.85
4475,Marie,Pope,20,93950,$31.48
4476,Ethan,Gomez,34,83132,$2002.48
4477,Lou,Fowler,39,37743,$155.83
4478,Lucy,Francis,65,01897,$1398.30
4479,Virginia,Olson,45,07494,$107.04
4480,Iva,Stanley,57,37441,$8868.94
4481,Marion,Morales,38,39115,$4862.33
4482,Georgia,Warner,59,17923,$654.10
4483,Julian,Willis,56,14666,$3238.09
4484,Ellen,Robinson,40,17731,$9116.61
4485,Earl,Curry,39,85689,$1033.76
4486,Myrtie,Barnett,32,61255,$1225.59
4487,Patrick,Murray,63,54902,$3904.84
4488,Andre,Mathis,20,18908,$50.86
4489,Milton,Holt,46,05797,$4123.17
4490,Jessie,Larson,44,87764,$7446.83
4491,Gussie,Scott,26,31256,$8143.09
4492,Pauline,Peterson,39,70618,$1489.46
4493,Millie,Brock,51,31281,$8890.51
4494,Cornelia,Fitzgerald,40,08180,$7780.33
4495,Jeffrey,Murphy,41,05605,$1256.48
4496,Etta,Reed,43,56715,$7506.58
4497,Barbara,Nash,33,49860,$5119.45
4498,Henrietta,Hicks,46,29590,$7217.84
4499,Joseph,Gibson,28,73006,$4390.20
4500,Sadie,Evans,53,86807,$1373.21
4501,Rosetta,Simon,47,04752,$8479.73
4502,Rosa,Quinn,26,16393,$1271.53
4503,Mittie,Cunningham,44,90861,$7127.47
4504,Bradley,Holmes,62,88506,$9612.91
4505,Rachel,McDaniel,57,68851,$8473.56
4506,Lelia,White,56,17385,$7980.46
4507,Scott,Hanson,53,01392,$4921.80
4508,Kathryn,Wallace,34,62926,$4754.64
4509,Douglas,Barton,43,94317,$5492.94
4510,Christine,Robinson,59,70776,$3715.83
4511,Nell,McKinney,55,08430,$1889.13
4512,Lucile,Wilkerson,63,84867,$8320.99
4513,Adrian,Duncan,64,41702,$4403.98
4514,Winnie,Yates,19,45719,$1124.63
4515,Sylvia,McLaughlin,42,45602,$9184.45
4516,Isabella,Coleman,38,28820,$5104.36
4517,Lilly,Pratt,34,93189,$1125.82
4518,Loretta,Hansen,32,24377,$1674.43
4519,Harriett,Tucker,64,16956,$7329.52
4520,Tom,Daniel,34,43032,$7782.39
4521,Norman,Mason,19,43855,$9528.45
4522,Ina,Simpson,22,76313,$2461.85
4523,Olga,Holland,65,55275,$9682.12
4524,Lida,Schultz,43,95981,$3126.95
4525,Paul,Floyd,58,37694,$8395.33
4526,Violet,Fleming,64,06757,$6619.78
4527,Loretta,Spencer,23,46925,$571.23
4528,Jeremy,Lee,32,57797,$9393.56
4529,Belle,Harmon,22,05023,$9384.67
4530,Edith,Valdez,61,51376,$9334.69
4531,Frederick,Sandoval,32,54484,$3459.65
4532,Mattie,Massey,29,21237,$9010.41
4533,Jennie,Patterson,37,97052,$6747.54
4534,Tony,Perry,61,24516,$6422.16
4535,Mollie,Wolfe,35,05431,$8753.60
4536,Mark,Atkins,23,39623,$6225.01
4537,Nathan,Elliott,54,93438,$7157.55
4538,Roger,Curtis,64,74589,$2023.66
4539,Elizabeth,Bryant,58,39326,$7893.15
4540,Lina,Campbell,30,17841,$4003.34
4541,Tillie,Rogers,50,20366,$3062.20
4542,Francisco,Schultz,34,88695,$6279.15
4543,Lulu,Watts,32,78547,$8784.91
4544,Gavin,Duncan,46,27968,$6998.54
4545,Emily,Hopkins,24,18212,$7570.17
4546,Calvin,Lawson,62,00987,$5499.90
4547,Estella,Pittman,57,73806,$1415.51
4548,Cameron,Sims,18,29343,$8310.34
4549,Franklin,Salazar,34,27727,$9113.44
4550,Eugene,Osborne,61,14440,$2351.81
4551,Evelyn,Tucker,18,60045,$2331.56
4552,Dale,Buchanan,59,77216,$4209.50
4553,Bryan,McKenzie,25,49108,$2522.07
4554,Angel,Hunter,54,31912,$7909.93
4555,Barry,Griffin,65,89379,$6111.14
4556,Violet,Brown,23,61385,$9229.48
4557,Lydia,Kelly,40,82138,$5376.25
4558,Josie,Figueroa,51,33364,$5093.79
4559,Elnora,Aguilar,62,91175,$1840.79
4560,Christopher,Stewart,60,76077,$4236.98
4561,Craig,Beck,46,98811,$9820.93
4562,Mitchell,Davis,24,32546,$6747.96
4563,Belle,Owens,47,99534,$1725.21
4564,Myra,Cook,47,39647,$6417.31
4565,Helen,Huff,39,65556,$38.51
4566,Andre,Griffin,40,86708,$7851.94
4567,Edna,Hawkins,49,16210,$7448.23
4568,Gregory,Obrien,44,85157,$6149.13
4569,Landon,Morton,47,43097,$9031.89
4570,Brent,Sanders,25,15162,$3885.26
4571,Craig,Carter,35,46024,$8985.45
4572,Joshua,Wallace,64,30457,$152.42
4573,Mollie,Tucker,28,89846,$6417.89
4574,Norman,Allen,55,43205,$9760.66
4575,Della,Barnett,44,51160,$1998.19
4576,Linnie,Grant,40,08724,$6649.99
4577,Leon,Ball,54,93340,$9235.72
4578,Mitchell,Castro,18,19711,$928.37
4579,Vernon,Reed,32,11093,$761.15
4580,Brandon,Reed,28,98620,$3322.11
4581,Katherine,Banks,53,19600,$5180.28
4582,Bertie,Alexander,40,17294,$1847.68
4583,Minerva,McLaughlin,42,41970,$9635.60
4584,Devin,Rice,56,64355,$4935.97
4585,Cornelia,Santiago,31,89634,$1289.95
4586,Beulah,Reynolds,55,32926,$2015.99
4587,Dylan,Carson,61,84927,$6524.30
4588,Ronnie,Gill,58,79307,$1641.46
4589,Dean,Pearson,24,73826,$3828.70
4590,Dorothy,Wong,43,15814,$6177.84
4591,Dennis,Lyons,44,87558,$222.94
4592,Clayton,Crawford,49,61562,$9908.60
4593,Scott,Ortega,59,54052,$3311.48
4594,Lucile,Morris,37,01792,$7065.74
4595,Esther,Goodman,49,97840,$1706.16
4596,Nancy,Romero,25,79976,$3269.28
4597,Dorothy,Greene,62,26796,$7734.94
4598,Rebecca,Perry,30,22352,$4304.09
4599,Raymond,Henry,65,77259,$1777.36
4600,Edith,Garner,46,38131,$4108.61
4601,James,Murphy,21,39096,$748.15
4602,Jerome,White,19,53873,$7702.71
4603,Walter,King,27,78685,$5256.71
4604,Cecelia,Fox,20,50673,$25.86
4605,Maurice,Evans,20,19180,$1912.35
4606,Earl,Graham,45,70893,$8239.31
4607,Mary,Wade,43,18514,$9074.31
4608,Bruce,Morrison,24,31766,$1647.81
4609,Landon,Greer,43,59692,$6415.11
4610,Glenn,Bush,27,81708,$1437.47
4611,Isabelle,McDaniel,21,38509,$4897.68
4612,Hulda,Garner,40,70847,$1746.64
4613,Tony,Underwood,20,86437,$405.71
4614,Jared,Gill,35,34957,$3849.61
4615,Amelia,Fernandez,55,97141,$7343.85
4616,Jack,Burgess,18,86804,$945.27
4617,Luke,Lambert,24,24508,$2862.74
4618,Isabella,Ford,58,81071,$9598.65
4619,Nora,Singleton,19,97660,$9076.08
4620,Alma,Fox,21,26663,$9792.64
4621,Franklin,French,28,43698,$5827.71
4622,Robert,Edwards,26,00957,$1615.09
4623,Danny,Pena,33,99795,$6275.15
4624,Ricardo,Sims,27,68832,$5457.94
4625,Amelia,Scott,19,28354,$7222.77
4626,Victoria,Barrett,41,61422,$3152.39
4627,Hattie,Drake,22,29108,$6732.02
4628,Virgie,Rogers,29,45873,$6737.91
4629,Troy,Ross,65,16664,$7983.33
4630,Daisy,Cobb,45,21656,$8377.71
4631,Teresa,Thornton,57,10914,$182.08
4632,Marian,Matthews,64,46680,$1033.86
4633,Ricky,Christensen,37,66247,$34.12
4634,Derek,Kelley,21,16317,$6111.60
4635,Mike,Wade,54,75012,$5396.14
4636,Angel,Soto,47,49566,$6808.47
4637,Owen,Martinez,62,11127,$8271.25
4638,Elizabeth,Hill,34,55220,$6795.11
4639,James,Burke,41,79572,$1506.39
4640,Effie,Stone,59,14845,$7921.98
4641,Albert,Patton,36,67328,$1389.46
4642,Leila,Brock,41,50645,$7730.16
4643,Joe,Arnold,30,06623,$7123.87
4644,Jeremiah,Collins,31,78987,$7762.98
4645,Sara,Warren,65,71344,$967.04
4646,Anthony,Sherman,44,89825,$2276.49
4647,Dora,Hoffman,56,96945,$5236.06
4648,Myrtle,Mendez,48,79515,$621.10
4649,Jorge,Lewis,27,14525,$2791.39
4650,Fred,Bowen,56,63489,$9786.61
4651,Andrew,Harrington,38,20854,$9374.41
4652,Edna,Horton,45,74203,$4893.17
4653,Marcus,Bradley,56,36099,$8619.85
4654,Randy,Dixon,41,85164,$3564.92
4655,Beatrice,Ross,47,62114,$9467.54
4656,Rosalie,Vargas,30,72764,$6789.92
4657,Mollie,McCarthy,35,63499,$4733.30
4658,Glenn,Valdez,21,72536,$3393.62
4659,Chad,Patton,41,94212,$7740.68
4660,Manuel,Sanders,51,60774,$1387.31
4661,Clarence,Marshall,55,42973,$8636.52
4662,Winnie,Burns,54,21365,$9787.38
4663,Victoria,French,27,32660,$7367.13
4664,Alexander,Tyler,55,78984,$2242.52
4665,Luis,Howell,36,18387,$23.42
4666,Olivia,Moss,57,88332,$3263.38
4667,Mamie,Ford,43,57409,$5323.32
4668,Cecilia,Carter,24,64019,$257.86
4669,Leon,Norman,54,55629,$7191.37
4670,Harold,Martin,29,39142,$4951.04
4671,Rachel,Sherman,32,98739,$1621.47
4672,Randy,Ryan,29,65007,$4582.43
4673,Albert,Brady,18,95947,$2270.68
4674,Isabelle,Mullins,36,27166,$562.01
4675,Austin,Holloway,36,13916,$9122.40
4676,Rodney,Hernandez,38,96129,$4174.71
4677,Sylvia,Sanchez,26,63812,$7432.18
4678,Justin,Neal,29,44764,$5777.82
4679,Mildred,Hamilton,50,00450,$4181.12
4680,Tillie,Bass,61,62481,$7695.75
4681,Evelyn,George,24,29199,$1888.30
4682,Walter,Bennett,32,85886,$8485.05
4683,Martin,Hayes,30,02975,$64.54
4684,Louise,Payne,53,52120,$7320.51
4685,Ellen,Leonard,22,64325,$6623.94
4686,Lloyd,Green,28,62040,$704.26
4687,Darrell,Fowler,50,96799,$1560.66
4688,Lottie,Riley,36,66761,$7828.45
4689,Frances,Barnett,19,60056,$5653.23
4690,Franklin,Romero,51,63083,$4618.48
4691,Duane,Roberts,55,53393,$402.56
4692,Cora,Guerrero,27,36323,$6298.07
4693,Andrew,Chandler,27,63240,$2788.54
4694,Nancy,Martinez,50,58756,$6918.29
4695,Bettie,Hammond,21,26743,$1713.10
4696,Travis,Burns,19,53702,$5390.67
4697,Winifred,Frank,30,84861,$4622.65
4698,Julia,Price,23,56979,$2058.65
4699,Bobby,French,51,05079,$7642.66
4700,Elnora,Newman,29,98436,$8961.61
4701,Hilda,Christensen,50,95767,$8533.11
4702,Isaac,Massey,58,34407,$5536.79
4703,Jeffery,Daniels,19,77012,$3976.42
4704,Landon,Lamb,61,82727,$9142.64
4705,Derek,Kennedy,61,49667,$758.50
4706,Catherine,Copeland,29,55581,$7608.29
4707,Dylan,Walton,33,51180,$3808.86
4708,Tom,Rowe,51,25476,$1074.24
4709,Lillie,Thompson,50,01678,$2830.44
4710,Miguel,Dennis,24,11120,$2354.73
4711,Ora,Tucker,46,89398,$7415.52
4712,Rebecca,Robertson,21,05942,$8317.31
4713,Roger,Chambers,62,45728,$1684.22
4714,Luke,Powell,28,40620,$2518.60
4715,Essie,Bishop,24,84552,$1834.22
4716,Hunter,Underwood,51,03066,$7471.36
4717,Marguerite,Bailey,37,74525,$4223.73
4718,Barry,Meyer,31,96523,$7337.32
4719,Owen,Holt,18,73018,$966.61
4720,Lillie,Frazier,61,03231,$2286.40
4721,Sean,Powers,31,54460,$4051.74
4722,Marvin,Mack,20,02370,$934.25
4723,Jeffery,Reese,52,95078,$5591.38
4724,Antonio,Brady,22,47817,$4367.55
4725,Leah,Peterson,40,49844,$7725.38
4726,Belle,Ortiz,58,52939,$3031.77
4727,Della,Haynes,51,10470,$3343.74
4728,Lettie,Marshall,51,26413,$2605.25
4729,Dollie,Christensen,31,53734,$8140.33
4730,Glen,Harrison,58,52313,$8457.23
4731,Trevor,Graves,41,88554,$4739.83
4732,Glen,Hunt,35,71404,$61.93
4733,Walter,Parks,45,78076,$9404.53
4734,Phillip,Moss,40,36082,$4599.31
4735,Leona,Swanson,34,47952,$3986.56
4736,Josie,Palmer,33,85067,$6053.58
4737,Dale,Underwood,40,29719,$9267.18
4738,Kate,Garner,34,48012,$2232.14
4739,Lula,Maldonado,21,19215,$557.26
4740,Dora,Pena,24,25450,$702.52
4741,Amy,Pearson,62,92998,$6328.31
4742,Elizabeth,Benson,40,37687,$7529.35
4743,Isabelle,Powers,53,36295,$640.48
4744,Mayme,Lawrence,50,00363,$6043.28
4745,Laura,Davis,21,26435,$7301.52
4746,Carl,Stone,56,28643,$2491.23
4747,Virginia,Vargas,53,62435,$725.35
4748,Manuel,Fernandez,49,49700,$2131.13
4749,Estelle,King,42,24196,$7203.48
4750,Ricky,Dawson,42,02182,$1778.63
4751,Arthur,Daniel,47,14882,$7013.26
4752,Kathryn,Webb,55,65042,$8847.81
4753,Ivan,Barton,32,78537,$8120.69
4754,Scott,Alexander,65,76387,$8797.86
4755,Lura,Walton,64,51570,$7958.45
4756,Ronnie,Coleman,57,44133,$7276.13
4757,Olivia,Briggs,60,76962,$6159.21
4758,Nellie,Barber,42,48388,$7105.39
4759,Zachary,Daniels,29,85142,$3794.46
4760,Fannie,Barber,25,31981,$3506.01
4761,Andrew,Dixon,35,99170,$906.91
4762,Wayne,Parker,33,79019,$9252.81
4763,Carrie,Rice,62,39772,$4670.16
4764,Winifred,Washington,33,08346,$8740.27
4765,Bradley,Benson,28,12104,$976.41
4766,Susan,Mathis,56,46776,$5635.59
4767,Harriett,Norman,27,01449,$7540.66
